Entity,Code,Year,Productivity: output per hour worked
Argentina,ARG,2009,22.24469
Argentina,ARG,2010,24.664722
Argentina,ARG,2011,27.121876
Argentina,ARG,2012,27.660812
Argentina,ARG,2013,27.395718
Argentina,ARG,2014,26.616257
Argentina,ARG,2015,26.997778
Argentina,ARG,2016,27.98419
Argentina,ARG,2017,30.95546
Argentina,ARG,2018,30.952593
Argentina,ARG,2019,29.42588
Australia,AUS,1950,15.326854
Australia,AUS,1951,14.583223
Australia,AUS,1952,14.244756
Australia,AUS,1953,15.922848
Australia,AUS,1954,16.903465
Australia,AUS,1955,17.536858
Australia,AUS,1956,17.582268
Australia,AUS,1957,17.63839
Australia,AUS,1958,19.052452
Australia,AUS,1959,20.235952
Australia,AUS,1960,20.1224
Australia,AUS,1961,20.69601
Australia,AUS,1962,21.355865
Australia,AUS,1963,22.279251
Australia,AUS,1964,22.616526
Australia,AUS,1965,22.28722
Australia,AUS,1966,23.039864
Australia,AUS,1967,23.400547
Australia,AUS,1968,24.619623
Australia,AUS,1969,25.82899
Australia,AUS,1970,25.910576
Australia,AUS,1971,26.630285
Australia,AUS,1972,27.428501
Australia,AUS,1973,28.128069
Australia,AUS,1974,26.41765
Australia,AUS,1975,27.250248
Australia,AUS,1976,27.906076
Australia,AUS,1977,28.141
Australia,AUS,1978,29.353878
Australia,AUS,1979,29.825207
Australia,AUS,1980,30.047503
Australia,AUS,1981,31.262638
Australia,AUS,1982,31.00233
Australia,AUS,1983,33.59127
Australia,AUS,1984,33.348927
Australia,AUS,1985,33.28966
Australia,AUS,1986,32.70697
Australia,AUS,1987,34.633392
Australia,AUS,1988,35.419254
Australia,AUS,1989,34.992744
Australia,AUS,1990,34.717422
Australia,AUS,1991,35.753605
Australia,AUS,1992,37.43999
Australia,AUS,1993,38.279926
Australia,AUS,1994,38.63741
Australia,AUS,1995,39.189438
Australia,AUS,1996,41.00176
Australia,AUS,1997,42.7722
Australia,AUS,1998,43.82873
Australia,AUS,1999,45.23416
Australia,AUS,2000,45.415455
Australia,AUS,2001,47.16524
Australia,AUS,2002,47.55953
Australia,AUS,2003,48.647198
Australia,AUS,2004,49.612198
Australia,AUS,2005,51.532955
Australia,AUS,2006,51.622116
Australia,AUS,2007,51.45444
Australia,AUS,2008,52.85944
Australia,AUS,2009,53.129284
Australia,AUS,2010,56.738533
Australia,AUS,2011,58.76907
Australia,AUS,2012,58.172035
Australia,AUS,2013,60.47338
Australia,AUS,2014,60.122875
Australia,AUS,2015,56.053726
Australia,AUS,2016,59.619713
Australia,AUS,2017,60.34168
Australia,AUS,2018,61.878532
Australia,AUS,2019,61.438488
Austria,AUT,1950,6.7967925
Austria,AUT,1951,7.0160127
Austria,AUT,1952,7.386129
Austria,AUT,1953,7.873534
Austria,AUT,1954,8.202217
Austria,AUT,1955,8.572045
Austria,AUT,1956,8.942056
Austria,AUT,1957,9.213891
Austria,AUT,1958,9.5254965
Austria,AUT,1959,9.716994
Austria,AUT,1960,10.225922
Austria,AUT,1961,10.795698
Austria,AUT,1962,11.221848
Austria,AUT,1963,11.838527
Austria,AUT,1964,12.501663
Austria,AUT,1965,13.064591
Austria,AUT,1966,13.925265
Austria,AUT,1967,14.681521
Austria,AUT,1968,15.617279
Austria,AUT,1969,16.530752
Austria,AUT,1970,18.078392
Austria,AUT,1971,18.890709
Austria,AUT,1972,19.690424
Austria,AUT,1973,20.484371
Austria,AUT,1974,20.085234
Austria,AUT,1975,21.07803
Austria,AUT,1976,21.563398
Austria,AUT,1977,22.143019
Austria,AUT,1978,22.688196
Austria,AUT,1979,23.097084
Austria,AUT,1980,23.132545
Austria,AUT,1981,24.011904
Austria,AUT,1982,24.280458
Austria,AUT,1983,24.949306
Austria,AUT,1984,24.873604
Austria,AUT,1985,25.388908
Austria,AUT,1986,26.524275
Austria,AUT,1987,27.812836
Austria,AUT,1988,29.295618
Austria,AUT,1989,30.260357
Austria,AUT,1990,31.620522
Austria,AUT,1991,32.5917
Austria,AUT,1992,34.509747
Austria,AUT,1993,35.524967
Austria,AUT,1994,37.20332
Austria,AUT,1995,39.36852
Austria,AUT,1996,39.323376
Austria,AUT,1997,40.81398
Austria,AUT,1998,42.53225
Austria,AUT,1999,43.386806
Austria,AUT,2000,45.390182
Austria,AUT,2001,44.377754
Austria,AUT,2002,45.44068
Austria,AUT,2003,46.49087
Austria,AUT,2004,48.04215
Austria,AUT,2005,52.797462
Austria,AUT,2006,53.47992
Austria,AUT,2007,54.648876
Austria,AUT,2008,55.810387
Austria,AUT,2009,54.958294
Austria,AUT,2010,56.444805
Austria,AUT,2011,57.740795
Austria,AUT,2012,58.960068
Austria,AUT,2013,58.534805
Austria,AUT,2014,61.13571
Austria,AUT,2015,62.702095
Austria,AUT,2016,62.37842
Austria,AUT,2017,64.780174
Austria,AUT,2018,65.06293
Austria,AUT,2019,65.15168
Bangladesh,BGD,1970,1.9758757
Bangladesh,BGD,1971,1.9720889
Bangladesh,BGD,1972,1.9011652
Bangladesh,BGD,1973,1.6317824
Bangladesh,BGD,1974,1.6356674
Bangladesh,BGD,1975,1.5350242
Bangladesh,BGD,1976,1.687655
Bangladesh,BGD,1977,1.7574726
Bangladesh,BGD,1978,1.7549671
Bangladesh,BGD,1979,1.8085406
Bangladesh,BGD,1980,1.7507269
Bangladesh,BGD,1981,1.7374474
Bangladesh,BGD,1982,1.6815083
Bangladesh,BGD,1983,1.6633503
Bangladesh,BGD,1984,1.7687905
Bangladesh,BGD,1985,1.8202491
Bangladesh,BGD,1986,1.8362675
Bangladesh,BGD,1987,1.8129264
Bangladesh,BGD,1988,1.8591352
Bangladesh,BGD,1989,2.0305157
Bangladesh,BGD,1990,2.0360405
Bangladesh,BGD,1991,2.0363715
Bangladesh,BGD,1992,2.0315714
Bangladesh,BGD,1993,2.0196857
Bangladesh,BGD,1994,2.047829
Bangladesh,BGD,1995,2.0752869
Bangladesh,BGD,1996,2.0698934
Bangladesh,BGD,1997,2.005104
Bangladesh,BGD,1998,1.9297974
Bangladesh,BGD,1999,1.8166075
Bangladesh,BGD,2000,1.8243959
Bangladesh,BGD,2001,1.8358469
Bangladesh,BGD,2002,1.8910693
Bangladesh,BGD,2003,1.9046307
Bangladesh,BGD,2004,1.9024031
Bangladesh,BGD,2005,1.9349834
Bangladesh,BGD,2006,2.0549672
Bangladesh,BGD,2007,2.224288
Bangladesh,BGD,2008,2.424032
Bangladesh,BGD,2009,2.5682456
Bangladesh,BGD,2010,2.787817
Bangladesh,BGD,2011,3.2355232
Bangladesh,BGD,2012,3.3843846
Bangladesh,BGD,2013,3.6154296
Bangladesh,BGD,2014,3.7923138
Bangladesh,BGD,2015,4.0340605
Bangladesh,BGD,2016,4.1130853
Bangladesh,BGD,2017,4.3076367
Bangladesh,BGD,2018,4.59153
Bangladesh,BGD,2019,4.791032
Belgium,BEL,1950,9.94314
Belgium,BEL,1951,10.412888
Belgium,BEL,1952,10.693442
Belgium,BEL,1953,11.086224
Belgium,BEL,1954,11.657062
Belgium,BEL,1955,12.236811
Belgium,BEL,1956,12.642281
Belgium,BEL,1957,12.831566
Belgium,BEL,1958,12.87857
Belgium,BEL,1959,13.44223
Belgium,BEL,1960,13.883655
Belgium,BEL,1961,14.612758
Belgium,BEL,1962,15.258905
Belgium,BEL,1963,15.8409395
Belgium,BEL,1964,16.788185
Belgium,BEL,1965,17.418419
Belgium,BEL,1966,17.935627
Belgium,BEL,1967,18.814426
Belgium,BEL,1968,19.754189
Belgium,BEL,1969,20.743181
Belgium,BEL,1970,22.066738
Belgium,BEL,1971,22.896698
Belgium,BEL,1972,24.705898
Belgium,BEL,1973,26.589188
Belgium,BEL,1974,27.868486
Belgium,BEL,1975,28.191437
Belgium,BEL,1976,30.153198
Belgium,BEL,1977,31.17045
Belgium,BEL,1978,32.67755
Belgium,BEL,1979,33.714867
Belgium,BEL,1980,36.538177
Belgium,BEL,1981,35.961025
Belgium,BEL,1982,35.55492
Belgium,BEL,1983,34.816666
Belgium,BEL,1984,34.224102
Belgium,BEL,1985,32.248432
Belgium,BEL,1986,34.75912
Belgium,BEL,1987,36.761803
Belgium,BEL,1988,39.16166
Belgium,BEL,1989,39.83133
Belgium,BEL,1990,40.869923
Belgium,BEL,1991,42.31519
Belgium,BEL,1992,44.594162
Belgium,BEL,1993,46.442467
Belgium,BEL,1994,47.816906
Belgium,BEL,1995,48.26082
Belgium,BEL,1996,48.773266
Belgium,BEL,1997,50.29988
Belgium,BEL,1998,49.44472
Belgium,BEL,1999,51.10491
Belgium,BEL,2000,52.970646
Belgium,BEL,2001,52.792484
Belgium,BEL,2002,53.71766
Belgium,BEL,2003,55.915703
Belgium,BEL,2004,57.090435
Belgium,BEL,2005,63.273796
Belgium,BEL,2006,60.26023
Belgium,BEL,2007,61.016037
Belgium,BEL,2008,65.654396
Belgium,BEL,2009,64.385025
Belgium,BEL,2010,69.09867
Belgium,BEL,2011,67.528786
Belgium,BEL,2012,67.90891
Belgium,BEL,2013,67.90904
Belgium,BEL,2014,68.081566
Belgium,BEL,2015,66.488235
Belgium,BEL,2016,66.85479
Belgium,BEL,2017,68.51652
Belgium,BEL,2018,66.245094
Belgium,BEL,2019,66.26524
Brazil,BRA,1950,2.5495155
Brazil,BRA,1951,2.5436735
Brazil,BRA,1952,2.7247734
Brazil,BRA,1953,2.726391
Brazil,BRA,1954,2.8643858
Brazil,BRA,1955,2.9838479
Brazil,BRA,1956,2.993859
Brazil,BRA,1957,3.1496594
Brazil,BRA,1958,3.2231312
Brazil,BRA,1959,3.2603498
Brazil,BRA,1960,3.4564524
Brazil,BRA,1961,3.843372
Brazil,BRA,1962,4.0359454
Brazil,BRA,1963,4.2099233
Brazil,BRA,1964,4.290529
Brazil,BRA,1965,4.448137
Brazil,BRA,1966,4.5464325
Brazil,BRA,1967,4.8078704
Brazil,BRA,1968,5.1697
Brazil,BRA,1969,5.1182575
Brazil,BRA,1970,5.6747894
Brazil,BRA,1971,6.0639844
Brazil,BRA,1972,6.4906282
Brazil,BRA,1973,6.6190286
Brazil,BRA,1974,7.0814433
Brazil,BRA,1975,7.2509727
Brazil,BRA,1976,7.7251
Brazil,BRA,1977,7.259542
Brazil,BRA,1978,7.3717403
Brazil,BRA,1979,8.0860195
Brazil,BRA,1980,8.250562
Brazil,BRA,1981,8.253053
Brazil,BRA,1982,8.056729
Brazil,BRA,1983,7.842175
Brazil,BRA,1984,7.8956366
Brazil,BRA,1985,7.777703
Brazil,BRA,1986,8.696103
Brazil,BRA,1987,8.725506
Brazil,BRA,1988,8.544542
Brazil,BRA,1989,8.606755
Brazil,BRA,1990,8.242826
Brazil,BRA,1991,9.07414
Brazil,BRA,1992,9.409157
Brazil,BRA,1993,10.025202
Brazil,BRA,1994,11.191038
Brazil,BRA,1995,12.966644
Brazil,BRA,1996,15.900982
Brazil,BRA,1997,15.198671
Brazil,BRA,1998,14.644109
Brazil,BRA,1999,13.644428
Brazil,BRA,2000,13.205463
Brazil,BRA,2001,13.1499
Brazil,BRA,2002,12.790789
Brazil,BRA,2003,12.609983
Brazil,BRA,2004,12.661911
Brazil,BRA,2005,12.894449
Brazil,BRA,2006,13.6727295
Brazil,BRA,2007,15.1835165
Brazil,BRA,2008,16.644289
Brazil,BRA,2009,17.25405
Brazil,BRA,2010,19.317396
Brazil,BRA,2011,20.919428
Brazil,BRA,2012,20.70806
Brazil,BRA,2013,20.708025
Brazil,BRA,2014,20.427624
Brazil,BRA,2015,19.356064
Brazil,BRA,2016,18.864923
Brazil,BRA,2017,19.188293
Brazil,BRA,2018,19.362707
Brazil,BRA,2019,19.195236
Bulgaria,BGR,1995,15.871054
Bulgaria,BGR,1996,15.218238
Bulgaria,BGR,1997,11.6641445
Bulgaria,BGR,1998,14.167984
Bulgaria,BGR,1999,14.213296
Bulgaria,BGR,2000,15.97558
Bulgaria,BGR,2001,16.91231
Bulgaria,BGR,2002,17.264715
Bulgaria,BGR,2003,17.42531
Bulgaria,BGR,2004,17.387133
Bulgaria,BGR,2005,19.274733
Bulgaria,BGR,2006,19.62069
Bulgaria,BGR,2007,20.245644
Bulgaria,BGR,2008,20.501387
Bulgaria,BGR,2009,21.017033
Bulgaria,BGR,2010,23.100565
Bulgaria,BGR,2011,23.712515
Bulgaria,BGR,2012,24.541597
Bulgaria,BGR,2013,23.3278
Bulgaria,BGR,2014,23.708328
Bulgaria,BGR,2015,24.152256
Bulgaria,BGR,2016,25.448772
Bulgaria,BGR,2017,25.392122
Bulgaria,BGR,2018,26.212673
Bulgaria,BGR,2019,26.554285
Cambodia,KHM,1993,1.4276047
Cambodia,KHM,1994,1.5565166
Cambodia,KHM,1995,1.6360574
Cambodia,KHM,1996,1.5068518
Cambodia,KHM,1997,1.4833804
Cambodia,KHM,1998,1.3490212
Cambodia,KHM,1999,1.3725711
Cambodia,KHM,2000,1.4149227
Cambodia,KHM,2001,1.3620656
Cambodia,KHM,2002,1.3941027
Cambodia,KHM,2003,1.4804914
Cambodia,KHM,2004,1.5548357
Cambodia,KHM,2005,1.7654465
Cambodia,KHM,2006,1.8179532
Cambodia,KHM,2007,1.9759583
Cambodia,KHM,2008,2.1253846
Cambodia,KHM,2009,1.9446102
Cambodia,KHM,2010,1.9493625
Cambodia,KHM,2011,2.0494177
Cambodia,KHM,2012,2.262898
Cambodia,KHM,2013,2.4935715
Cambodia,KHM,2014,2.528299
Cambodia,KHM,2015,2.7521517
Cambodia,KHM,2016,2.828313
Cambodia,KHM,2017,3.02265
Cambodia,KHM,2018,3.2637424
Cambodia,KHM,2019,3.4332101
Canada,CAN,1950,13.109431
Canada,CAN,1951,13.310611
Canada,CAN,1952,14.433081
Canada,CAN,1953,15.032083
Canada,CAN,1954,15.145221
Canada,CAN,1955,16.41964
Canada,CAN,1956,17.13559
Canada,CAN,1957,17.511963
Canada,CAN,1958,18.609625
Canada,CAN,1959,19.062283
Canada,CAN,1960,19.937597
Canada,CAN,1961,20.95527
Canada,CAN,1962,21.770847
Canada,CAN,1963,22.589294
Canada,CAN,1964,23.496054
Canada,CAN,1965,24.156694
Canada,CAN,1966,25.242016
Canada,CAN,1967,25.63635
Canada,CAN,1968,27.306343
Canada,CAN,1969,28.130598
Canada,CAN,1970,29.226566
Canada,CAN,1971,30.32986
Canada,CAN,1972,31.025532
Canada,CAN,1973,31.749811
Canada,CAN,1974,31.120964
Canada,CAN,1975,31.556856
Canada,CAN,1976,33.140583
Canada,CAN,1977,34.070026
Canada,CAN,1978,34.351818
Canada,CAN,1979,34.10858
Canada,CAN,1980,33.980278
Canada,CAN,1981,34.487015
Canada,CAN,1982,35.2997
Canada,CAN,1983,36.363117
Canada,CAN,1984,37.683777
Canada,CAN,1985,37.160995
Canada,CAN,1986,36.62128
Canada,CAN,1987,37.873367
Canada,CAN,1988,38.411175
Canada,CAN,1989,39.153515
Canada,CAN,1990,39.458393
Canada,CAN,1991,39.580822
Canada,CAN,1992,40.403233
Canada,CAN,1993,41.056454
Canada,CAN,1994,41.86076
Canada,CAN,1995,43.244484
Canada,CAN,1996,43.56252
Canada,CAN,1997,44.49898
Canada,CAN,1998,44.221897
Canada,CAN,1999,46.135338
Canada,CAN,2000,48.0997
Canada,CAN,2001,47.65457
Canada,CAN,2002,47.368656
Canada,CAN,2003,48.947586
Canada,CAN,2004,49.97147
Canada,CAN,2005,53.21647
Canada,CAN,2006,52.629272
Canada,CAN,2007,52.54481
Canada,CAN,2008,53.956257
Canada,CAN,2009,50.187183
Canada,CAN,2010,52.5742
Canada,CAN,2011,54.738247
Canada,CAN,2012,54.253727
Canada,CAN,2013,55.697662
Canada,CAN,2014,57.38791
Canada,CAN,2015,53.85795
Canada,CAN,2016,54.124077
Canada,CAN,2017,56.25572
Canada,CAN,2018,56.634796
Canada,CAN,2019,57.244343
Chile,CHL,1951,5.5921326
Chile,CHL,1952,6.0218053
Chile,CHL,1953,6.131721
Chile,CHL,1954,6.5281677
Chile,CHL,1955,6.338384
Chile,CHL,1956,6.20075
Chile,CHL,1957,6.8051887
Chile,CHL,1958,7.0324726
Chile,CHL,1959,6.9309835
Chile,CHL,1960,7.3280573
Chile,CHL,1961,7.0301957
Chile,CHL,1962,8.722542
Chile,CHL,1963,9.074608
Chile,CHL,1964,9.252068
Chile,CHL,1965,8.736322
Chile,CHL,1966,9.539887
Chile,CHL,1967,10.731418
Chile,CHL,1968,10.425693
Chile,CHL,1969,10.844285
Chile,CHL,1970,11.469013
Chile,CHL,1971,11.988064
Chile,CHL,1972,11.477937
Chile,CHL,1973,11.165739
Chile,CHL,1974,11.029987
Chile,CHL,1975,9.539661
Chile,CHL,1976,9.726201
Chile,CHL,1977,10.289013
Chile,CHL,1978,10.876611
Chile,CHL,1979,11.4169035
Chile,CHL,1980,11.384216
Chile,CHL,1981,11.511819
Chile,CHL,1982,11.05627
Chile,CHL,1983,10.234632
Chile,CHL,1984,9.979272
Chile,CHL,1985,9.420758
Chile,CHL,1986,9.263736
Chile,CHL,1987,9.521081
Chile,CHL,1988,10.019357
Chile,CHL,1989,10.428452
Chile,CHL,1990,10.217053
Chile,CHL,1991,10.965407
Chile,CHL,1992,11.760703
Chile,CHL,1993,12.317478
Chile,CHL,1994,13.427241
Chile,CHL,1995,15.035986
Chile,CHL,1996,15.147533
Chile,CHL,1997,15.38203
Chile,CHL,1998,14.596497
Chile,CHL,1999,14.155196
Chile,CHL,2000,14.319135
Chile,CHL,2001,14.177331
Chile,CHL,2002,13.952596
Chile,CHL,2003,14.278694
Chile,CHL,2004,15.642367
Chile,CHL,2005,17.545631
Chile,CHL,2006,19.737719
Chile,CHL,2007,21.209396
Chile,CHL,2008,20.655039
Chile,CHL,2009,21.182268
Chile,CHL,2010,23.995832
Chile,CHL,2011,26.033329
Chile,CHL,2012,26.869024
Chile,CHL,2013,27.298716
Chile,CHL,2014,27.769316
Chile,CHL,2015,27.039087
Chile,CHL,2016,26.58352
Chile,CHL,2017,27.260792
Chile,CHL,2018,28.114603
Chile,CHL,2019,28.418756
China,CHN,1970,1.4994909
China,CHN,1971,1.5798508
China,CHN,1972,1.492279
China,CHN,1973,1.5905421
China,CHN,1974,1.5722494
China,CHN,1975,1.5965048
China,CHN,1976,1.4927917
China,CHN,1977,1.5616083
China,CHN,1978,1.7562629
China,CHN,1979,1.7937474
China,CHN,1980,1.7565327
China,CHN,1981,1.6996822
China,CHN,1982,1.7360451
China,CHN,1983,1.8232234
China,CHN,1984,2.0174322
China,CHN,1985,2.2257786
China,CHN,1986,2.2396414
China,CHN,1987,2.3069808
China,CHN,1988,2.379545
China,CHN,1989,2.2952845
China,CHN,1990,2.189328
China,CHN,1991,2.25109
China,CHN,1992,2.432315
China,CHN,1993,2.6291595
China,CHN,1994,2.7920673
China,CHN,1995,3.0420306
China,CHN,1996,3.2180831
China,CHN,1997,3.2628345
China,CHN,1998,3.2003472
China,CHN,1999,3.320289
China,CHN,2000,3.524101
China,CHN,2001,3.775427
China,CHN,2002,4.0724883
China,CHN,2003,4.3798833
China,CHN,2004,4.7892036
China,CHN,2005,5.240103
China,CHN,2006,5.70952
China,CHN,2007,6.339555
China,CHN,2008,6.7905946
China,CHN,2009,7.314836
China,CHN,2010,8.160233
China,CHN,2011,8.755135
China,CHN,2012,9.246322
China,CHN,2013,9.604797
China,CHN,2014,10.032687
China,CHN,2015,10.392884
China,CHN,2016,10.742945
China,CHN,2017,11.3577385
China,CHN,2018,11.380233
China,CHN,2019,11.692401
Colombia,COL,1950,5.212069
Colombia,COL,1951,5.2169585
Colombia,COL,1952,5.488161
Colombia,COL,1953,5.8757877
Colombia,COL,1954,6.3459153
Colombia,COL,1955,6.4887123
Colombia,COL,1956,6.525702
Colombia,COL,1957,6.401223
Colombia,COL,1958,6.2869716
Colombia,COL,1959,6.5528708
Colombia,COL,1960,6.8252225
Colombia,COL,1961,7.0955415
Colombia,COL,1962,7.2613964
Colombia,COL,1963,7.305476
Colombia,COL,1964,7.7356954
Colombia,COL,1965,7.5665483
Colombia,COL,1966,7.7332644
Colombia,COL,1967,7.7763033
Colombia,COL,1968,8.016389
Colombia,COL,1969,8.292535
Colombia,COL,1970,8.658013
Colombia,COL,1971,9.3207855
Colombia,COL,1972,9.962814
Colombia,COL,1973,10.742559
Colombia,COL,1974,11.288453
Colombia,COL,1975,11.386851
Colombia,COL,1976,11.813872
Colombia,COL,1977,11.88478
Colombia,COL,1978,12.485811
Colombia,COL,1979,12.622362
Colombia,COL,1980,13.006309
Colombia,COL,1981,12.575456
Colombia,COL,1982,12.480529
Colombia,COL,1983,12.470107
Colombia,COL,1984,12.669176
Colombia,COL,1985,12.3817625
Colombia,COL,1986,12.767563
Colombia,COL,1987,12.30303
Colombia,COL,1988,12.297837
Colombia,COL,1989,12.063895
Colombia,COL,1990,12.202242
Colombia,COL,1991,11.571942
Colombia,COL,1992,12.032496
Colombia,COL,1993,12.007203
Colombia,COL,1994,12.118897
Colombia,COL,1995,12.136691
Colombia,COL,1996,12.026752
Colombia,COL,1997,12.097997
Colombia,COL,1998,11.842075
Colombia,COL,1999,11.3847885
Colombia,COL,2000,11.04398
Colombia,COL,2001,11.027083
Colombia,COL,2002,10.495688
Colombia,COL,2003,10.553985
Colombia,COL,2004,10.728965
Colombia,COL,2005,10.961963
Colombia,COL,2006,11.455455
Colombia,COL,2007,11.84688
Colombia,COL,2008,12.6653185
Colombia,COL,2009,12.9909935
Colombia,COL,2010,13.992607
Colombia,COL,2011,15.261172
Colombia,COL,2012,15.648261
Colombia,COL,2013,15.742564
Colombia,COL,2014,16.171175
Colombia,COL,2015,15.556253
Colombia,COL,2016,15.507443
Colombia,COL,2017,15.632915
Colombia,COL,2018,16.24981
Colombia,COL,2019,16.958618
Costa Rica,CRI,1987,10.304371
Costa Rica,CRI,1988,10.34842
Costa Rica,CRI,1989,10.515163
Costa Rica,CRI,1990,10.407295
Costa Rica,CRI,1991,10.783928
Costa Rica,CRI,1992,10.975786
Costa Rica,CRI,1993,11.425903
Costa Rica,CRI,1994,11.457872
Costa Rica,CRI,1995,11.751092
Costa Rica,CRI,1996,11.078427
Costa Rica,CRI,1997,11.226522
Costa Rica,CRI,1998,11.975157
Costa Rica,CRI,1999,11.688505
Costa Rica,CRI,2000,11.7755375
Costa Rica,CRI,2001,12.216593
Costa Rica,CRI,2002,11.855461
Costa Rica,CRI,2003,11.971055
Costa Rica,CRI,2004,12.049881
Costa Rica,CRI,2005,12.674956
Costa Rica,CRI,2006,12.448823
Costa Rica,CRI,2007,12.474863
Costa Rica,CRI,2008,12.858949
Costa Rica,CRI,2009,13.92298
Costa Rica,CRI,2010,14.393219
Costa Rica,CRI,2011,14.72274
Costa Rica,CRI,2012,16.007177
Costa Rica,CRI,2013,15.922192
Costa Rica,CRI,2014,16.74481
Costa Rica,CRI,2015,17.4247
Costa Rica,CRI,2016,17.779793
Costa Rica,CRI,2017,18.72804
Costa Rica,CRI,2018,19.487766
Costa Rica,CRI,2019,20.024153
Croatia,HRV,1995,14.890187
Croatia,HRV,1996,15.311452
Croatia,HRV,1997,16.620672
Croatia,HRV,1998,17.223452
Croatia,HRV,1999,17.612299
Croatia,HRV,2000,18.520042
Croatia,HRV,2001,19.14866
Croatia,HRV,2002,20.48642
Croatia,HRV,2003,21.303438
Croatia,HRV,2004,21.742834
Croatia,HRV,2005,23.412586
Croatia,HRV,2006,24.864307
Croatia,HRV,2007,26.065681
Croatia,HRV,2008,27.103188
Croatia,HRV,2009,26.007278
Croatia,HRV,2010,26.562008
Croatia,HRV,2011,28.587975
Croatia,HRV,2012,29.960676
Croatia,HRV,2013,29.518702
Croatia,HRV,2014,28.81806
Croatia,HRV,2015,30.722673
Croatia,HRV,2016,31.301752
Croatia,HRV,2017,33.157127
Croatia,HRV,2018,32.155815
Croatia,HRV,2019,32.262863
Cyprus,CYP,1995,31.736198
Cyprus,CYP,1996,31.336063
Cyprus,CYP,1997,32.127403
Cyprus,CYP,1998,31.289942
Cyprus,CYP,1999,32.990593
Cyprus,CYP,2000,37.073933
Cyprus,CYP,2001,36.84264
Cyprus,CYP,2002,35.53141
Cyprus,CYP,2003,32.61625
Cyprus,CYP,2004,32.660805
Cyprus,CYP,2005,37.081375
Cyprus,CYP,2006,37.981335
Cyprus,CYP,2007,38.346024
Cyprus,CYP,2008,39.743683
Cyprus,CYP,2009,40.4957
Cyprus,CYP,2010,41.430702
Cyprus,CYP,2011,41.143955
Cyprus,CYP,2012,43.860336
Cyprus,CYP,2013,42.46294
Cyprus,CYP,2014,40.367233
Cyprus,CYP,2015,41.750725
Cyprus,CYP,2016,43.303314
Cyprus,CYP,2017,42.592216
Cyprus,CYP,2018,41.64566
Cyprus,CYP,2019,42.394142
Czechia,CZE,1993,22.713095
Czechia,CZE,1994,23.92454
Czechia,CZE,1995,24.41806
Czechia,CZE,1996,25.458124
Czechia,CZE,1997,24.658945
Czechia,CZE,1998,23.894592
Czechia,CZE,1999,24.11468
Czechia,CZE,2000,24.99341
Czechia,CZE,2001,27.296064
Czechia,CZE,2002,26.66842
Czechia,CZE,2003,28.30444
Czechia,CZE,2004,28.998938
Czechia,CZE,2005,30.995367
Czechia,CZE,2006,31.548971
Czechia,CZE,2007,33.9257
Czechia,CZE,2008,34.9061
Czechia,CZE,2009,34.344757
Czechia,CZE,2010,34.754707
Czechia,CZE,2011,35.788155
Czechia,CZE,2012,36.074688
Czechia,CZE,2013,35.771816
Czechia,CZE,2014,36.94107
Czechia,CZE,2015,37.861492
Czechia,CZE,2016,37.674496
Czechia,CZE,2017,39.42305
Czechia,CZE,2018,40.233643
Czechia,CZE,2019,40.932842
Denmark,DNK,1950,11.126337
Denmark,DNK,1951,10.884768
Denmark,DNK,1952,11.300657
Denmark,DNK,1953,11.838272
Denmark,DNK,1954,12.213473
Denmark,DNK,1955,12.290739
Denmark,DNK,1956,12.706077
Denmark,DNK,1957,13.414882
Denmark,DNK,1958,13.721625
Denmark,DNK,1959,14.685602
Denmark,DNK,1960,15.42355
Denmark,DNK,1961,16.064203
Denmark,DNK,1962,16.478182
Denmark,DNK,1963,16.441538
Denmark,DNK,1964,17.316753
Denmark,DNK,1965,17.638227
Denmark,DNK,1966,17.69067
Denmark,DNK,1967,18.918356
Denmark,DNK,1968,20.30922
Denmark,DNK,1969,21.647964
Denmark,DNK,1970,21.92385
Denmark,DNK,1971,23.027967
Denmark,DNK,1972,24.29546
Denmark,DNK,1973,25.54746
Denmark,DNK,1974,25.632261
Denmark,DNK,1975,26.708607
Denmark,DNK,1976,27.579632
Denmark,DNK,1977,28.786543
Denmark,DNK,1978,29.802046
Denmark,DNK,1979,30.885096
Denmark,DNK,1980,30.962759
Denmark,DNK,1981,30.940481
Denmark,DNK,1982,31.15781
Denmark,DNK,1983,31.551912
Denmark,DNK,1984,31.861483
Denmark,DNK,1985,31.912687
Denmark,DNK,1986,33.409554
Denmark,DNK,1987,34.8432
Denmark,DNK,1988,35.508083
Denmark,DNK,1989,36.199947
Denmark,DNK,1990,37.689945
Denmark,DNK,1991,38.28121
Denmark,DNK,1992,39.69486
Denmark,DNK,1993,40.130573
Denmark,DNK,1994,42.327744
Denmark,DNK,1995,43.13151
Denmark,DNK,1996,44.58613
Denmark,DNK,1997,45.786285
Denmark,DNK,1998,46.091236
Denmark,DNK,1999,47.36426
Denmark,DNK,2000,49.45022
Denmark,DNK,2001,48.86709
Denmark,DNK,2002,48.93154
Denmark,DNK,2003,50.505646
Denmark,DNK,2004,53.430977
Denmark,DNK,2005,57.733273
Denmark,DNK,2006,58.512756
Denmark,DNK,2007,59.79641
Denmark,DNK,2008,62.95679
Denmark,DNK,2009,62.821857
Denmark,DNK,2010,68.3601
Denmark,DNK,2011,69.12133
Denmark,DNK,2012,69.71549
Denmark,DNK,2013,68.29498
